"","0 In Hand","1 In Hand","2 In Hand","3 In Hand","4 In Hand","5 In Hand","6 In Hand","7 In Hand"
"17 Copy(s) of Card Total",0.116424325074237,0.320953544799247,0.337845836630787,0.173254275195276,0.0454792472387598,0.00576809964979392,0.000274671411894948,0
"18 Copy(s) of Card Total",0.0997922786350603,0.299376835905182,0.343878797999195,0.193054763789021,0.0556888741699099,0.0077964423837874,0.000412007117842423,0
"19 Copy(s) of Card Total",0.0851885305421245,0.277471213765777,0.346839017207222,0.212477956487307,0.0670983020486235,0.0103228156997882,0.000602164249154312,0
"20 Copy(s) of Card Total",0.072410250960806,0.255565591626375,0.346839017207223,0.231226011471482,0.0796792336827404,0.0134196604097247,0.000860234641649018,0
"21 Copy(s) of Card Total",0.061270212351451,0.23394081079645,0.344030604112428,0.249012627738518,0.0933797354019445,0.0171616811008979,0.00120432849830862,0
"22 Copy(s) of Card Total",0.0515959682959589,0.212833369220831,0.338598541942231,0.26556748387626,0.10812390414962,0.021624780829924,0.00165595168517436,0
"23 Copy(s) of Card Total",0.0432290545182358,0.19243901688763,0.330754560275615,0.280640232961128,0.123811867482851,0.0268848626534189,0.00224040522111826,0
"24 Copy(s) of Card Total",0.0360242120985299,0.172916218072944,0.320731694812718,0.294004053578324,0.140320116480564,0.0330164979954269,0.00298720696149099,0
"25 Copy(s) of Card Total",0.0298486328816391,0.154389480422271,0.308778960844541,0.305458756964494,0.157502171559817,0.0400914618515897,0.00393053547564605,0
"26 Copy(s) of Card Total",0.0245812270789968,0.136952550868697,0.295156359630812,0.314833450272866,0.175189581200224,0.0481771348300615,0.00510969611833987,0
"27 Copy(s) of Card Total",0.0201119130646338,0.120671478387803,0.280130217685972,0.321988755960886,0.193193253576531,0.0573347720291642,0.00656960929500841,0
"28 Copy(s) of Card Total",0.016340929365015,0.105587543589327,0.263968858973318,0.326818587300299,0.211305121099331,0.067617638751786,0.00836132092091978,0
"29 Copy(s) of Card Total",0.013178168842754,0.0917200551455679,0.246938610007299,0.32925148000973,0.229300137863919,0.0790690130565242,0.0105425350742032,0
"30 Copy(s) of Card Total",0.0105425350742032,0.0790690130565242,0.229300137863919,0.32925148000973,0.246938610007299,0.0917200551455679,0.013178168842754,0
"31 Copy(s) of Card Total",0.00836132092091978,0.067617638751786,0.211305121099331,0.326818587300299,0.263968858973318,0.105587543589327,0.016340929365015,0
"32 Copy(s) of Card Total",0.00656960929500841,0.0573347720291642,0.193193253576531,0.321988755960886,0.280130217685972,0.120671478387803,0.0201119130646338,0
"33 Copy(s) of Card Total",0.00510969611833987,0.0481771348300615,0.175189581200224,0.314833450272866,0.295156359630812,0.136952550868697,0.0245812270789968,0
"34 Copy(s) of Card Total",0.00393053547564605,0.0400914618515897,0.157502171559817,0.305458756964494,0.308778960844541,0.154389480422271,0.0298486328816391,0
"35 Copy(s) of Card Total",0.00298720696149099,0.0330164979954269,0.140320116480564,0.294004053578324,0.320731694812718,0.172916218072944,0.0360242120985299,0
"36 Copy(s) of Card Total",0.00224040522111826,0.0268848626534189,0.123811867482851,0.280640232961128,0.330754560275615,0.19243901688763,0.0432290545182358,0
"37 Copy(s) of Card Total",0.00165595168517436,0.021624780829924,0.10812390414962,0.26556748387626,0.338598541942231,0.212833369220831,0.0515959682959589,0
"38 Copy(s) of Card Total",0.00120432849830862,0.0171616811008979,0.0933797354019445,0.249012627738518,0.344030604112428,0.23394081079645,0.061270212351451,0
"39 Copy(s) of Card Total",0.000860234641649018,0.0134196604097247,0.0796792336827404,0.231226011471482,0.346839017207223,0.255565591626375,0.072410250960806,0
"40 Copy(s) of Card Total",0.000602164249154312,0.0103228156997882,0.0670983020486235,0.212477956487307,0.346839017207222,0.277471213765777,0.0851885305421245,0
"41 Copy(s) of Card Total",0.000412007117842423,0.0077964423837874,0.0556888741699099,0.193054763789021,0.343878797999195,0.299376835905182,0.0997922786350603,0
"42 Copy(s) of Card Total",0.000274671411894948,0.00576809964979392,0.0454792472387598,0.173254275195276,0.337845836630787,0.320953544799247,0.116424325074237,0
"43 Copy(s) of Card Total",0.000177728560637908,0.00416854260405274,0.0364747477854617,0.153380990687582,0.328673551473388,0.341820493532326,0.135303945356546,0
"44 Copy(s) of Card Total",0.000111080350398693,0.0029325212505255,0.0286587304028627,0.133740741880026,0.31634829329314,0.36154090662073,0.156667726202316,0
"45 Copy(s) of Card Total",6.66482102392156e-05,0.00199944630717647,0.0219939093789411,0.114634921611451,0.300916669230057,0.379617951951765,0.180770453310364,0
"46 Copy(s) of Card Total",3.80846915652661e-05,0.00131392185900168,0.016424023237521,0.0963542696601231,0.28249319968536,0.395490479559506,0.20788602130692,0
"47 Copy(s) of Card Total",2.05071416120664e-05,0.000826144847800387,0.0118758321871306,0.0791722145808704,0.261268308116872,0.408528627237291,0.23830836588842,0
"48 Copy(s) of Card Total",1.02535708060332e-05,0.000492171398689592,0.00826144847800387,0.0633377716646962,0.237516643742611,0.418029292986995,0.272352418158194,0
"49 Copy(s) of Card Total",4.66071400274236e-06,0.00027404998336125,0.00548099966722501,0.0490679970208714,0.211605737152507,0.423211474305017,0.310355081157012,0
"50 Copy(s) of Card Total",1.86428560109694e-06,0.00013982142008227,0.00342562479201563,0.0365399977815,0.184004988828268,0.423211474305017,0.352676228587514,0
"51 Copy(s) of Card Total",6.21428533698979e-07,6.33857104372961e-05,0.0019808034511655,0.0258824984285625,0.155294990571376,0.417077974677407,0.399699725732516,0
"52 Copy(s) of Card Total",1.55357133424745e-07,2.42357128142602e-05,0.00103001779460606,0.0171669632434343,0.126177179839242,0.403766975485576,0.451834472567192,0
"53 Copy(s) of Card Total",2.2193876203535e-08,7.05765263272413e-06,0.000458747421127069,0.0103982748788802,0.0974838269895024,0.382136601798848,0.509515469065132,0
"54 Copy(s) of Card Total",0,1.19846931499089e-06,0.000158797184236293,0.00550496905352483,0.0701883554324415,0.350941777162208,0.573204902698274,0
"55 Copy(s) of Card Total",0,0,3.29579061622495e-05,0.00232902536879896,0.0454159946915797,0.308828763902743,0.643393258130714,0
"56 Copy(s) of Card Total",0,0,0,0.000615214248361991,0.0244547663723891,0.254329570272847,0.7206004491064,0
"57 Copy(s) of Card Total",0,0,0,0,0.00876680303915836,0.185856224430159,0.805376972530684,0
"58 Copy(s) of Card Total",0,0,0,0,0,0.101694915254237,0.898305084745759,0
"59 Copy(s) of Card Total",0,0,0,0,0,0,1,0
